SMILES,DB.Number,M.Wt.,Formula,Name,InChI Code,Model_Enthalpy,Model+Measured_Enthalpy,Model_Entropy,Model+Measured_entropy,C,H,As,B,Br,Cl,F,Ge,I,N,O,P,S,Se,Si,PM6 Entropy 298K,PM7 Enthalpy 298K,"PM7 H-Ho (300 K), kCal/mol","PM7 H-Ho (400 K), kCal/mol","PM7 H-Ho (500 K), kCal/mol","PM7 H-Ho (600 K), kCal/mol","PM7 H-Ho (700 K), kCal/mol","PM7 H-Ho (800 K), kCal/mol","PM7 H-Ho (900 K), kCal/mol","PM7 H-Ho (1000 K), kCal/mol","PM7 H-Ho (1100 K), kCal/mol","PM7 H-Ho (1200 K), kCal/mol","PM7 H-Ho (1300 K), kCal/mol","PM7 H-Ho (1400 K), kCal/mol","PM7 H-Ho (1500 K), kCal/mol","PM7 S-So (300 K), Cal/mol/K","PM7 S-So (400 K), Cal/mol/K","PM7 S-So (500 K), Cal/mol/K","PM7 S-So (600 K), Cal/mol/K","PM7 S-So (700 K), Cal/mol/K","PM7 S-So (800 K), Cal/mol/K","PM7 S-So (900 K), Cal/mol/K","PM7 S-So (1000 K), Cal/mol/K","PM7 S-So (1100 K), Cal/mol/K","PM7 S-So (1200 K), Cal/mol/K","PM7 S-So (1300 K), Cal/mol/K","PM7 S-So (1400 K), Cal/mol/K","PM7 S-So (1500 K), Cal/mol/K",DG (298K),DG   (300K),DG (400K),DG (500K),DG (600K),DG (700K),DG (800K),DG (900K),DG (1000K),DG (1100K),DG (1200K),DG (1300K),DG (1400K),DG (1500K)
[SeH]CC(C)(Cl)I,17053,283.395,C3H6ClISe,2-chloro-2-iodopropane-1-selenol,"InChI=1S/C3H6ClISe/c1-3(4,5)2-6/h6H,2H2,1H3",-69.28,-69.28,401.3,401.3,3,6,0,0,0,1,0,0,1,0,0,0,0,1,0,97.7277,-14.569,0.061,3.413,7.269,11.543,16.164,21.073,26.223,31.578,37.104,42.776,48.572,54.474,60.466,0.205,9.81,18.395,26.178,33.295,39.846,45.91,51.549,56.815,61.75,66.389,70.762,74.896,-1.803711,-1.351164099,23.83168343,53.95688133,87.2272008,120.725211,154.3251018,188.0091645,221.7819782,256.0886271,289.9047276,323.6444718,357.3028,390.8630196
[SeH]C1C(I)C1Cl,17057,281.379,C3H4ClISe,2-chloro-3-iodocyclopropane-1-selenol,"InChI=1S/C3H4ClISe/c4-1-2(5)3(1)6/h1-3,6H",94.86,94.86,385.4,385.4,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,94.01,27.511,0.053,2.961,6.307,10.005,13.985,18.193,22.587,27.137,31.815,36.601,41.478,46.432,51.452,0.178,8.509,15.959,22.693,28.823,34.439,39.613,44.405,48.863,53.027,56.93,60.601,64.064,128.131849,128.3548539,141.8901954,160.1304613,181.3835408,202.796863,224.2913098,245.8800985,267.5845182,289.8697031,311.7167956,333.5453578,355.345212,377.1121396
[SeH]CC(Cl)=CI,17058,281.379,C3H4ClISe,2-chloro-3-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4ClISe/c4-3(1-5)2-6/h1,6H,2H2",30.5,30.5,392.2,392.2,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,95.8917,10.364,0.055,3.036,6.43,10.154,14.144,18.354,22.746,27.29,31.962,36.741,41.612,46.56,51.573,0.183,8.727,16.286,23.066,29.213,34.831,40.002,44.789,49.24,53.399,57.297,60.963,64.422,61.745449,61.9569439,74.75919943,92.20117133,112.6308768,133.200343,153.8534418,174.6013005,195.4589382,216.9107171,237.9160436,258.9111998,279.881828,300.8132596
[SeH]CC(Cl)CI,17059,283.395,C3H6ClISe,2-chloro-3-iodopropane-1-selenol,"InChI=1S/C3H6ClISe/c4-3(1-5)2-6/h3,6H,1-2H2",-77.14,-77.14,407.3,407.3,3,6,0,0,0,1,0,0,1,0,0,0,0,1,0,99.3733,-16.685,0.058,3.263,7.007,11.197,15.754,20.614,25.727,31.051,36.552,42.204,47.983,53.87,59.85,0.194,9.374,17.708,25.337,32.355,38.841,44.859,50.467,55.709,60.626,65.251,69.614,73.739,-11.451711,-11.0099101,13.67367543,43.43755133,76.4301488,109.701851,143.1072018,176.6297465,210.2418782,244.4066551,278.0917516,311.7063438,345.236176,378.6825296
[SeH]CCCl,17069,143.472,C2H5ClSe,2-chloroethane-1-selenol,"InChI=1S/C2H5ClSe/c3-1-2-4/h4H,1-2H2",-99.47,-99.47,320.5,320.5,2,5,0,0,0,1,0,0,0,0,0,0,0,1,0,78.5588,-23.311,0.04,2.279,4.911,7.875,11.116,14.588,18.254,22.085,26.055,30.144,34.332,38.606,42.954,0.135,6.546,12.405,17.801,22.791,27.424,31.741,35.776,39.559,43.115,46.467,49.635,52.634,-46.402309,-46.0466141,-26.07382857,-5.142208671,16.3158768,38.10222504,60.08576979,82.24727252,104.5828782,127.5447951,150.1066276,172.6608198,195.196664,217.7145996
[SeH]C1(I)C(F)C1,17074,264.928,C3H4FISe,2-fluoro-1-iodocyclopropane-1-selenol,"InChI=1S/C3H4FISe/c4-2-1-3(2,5)6/h2,6H,1H2",-17.11,-17.11,373.2,373.2,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,90.7403,-3.774,0.051,2.883,6.156,9.787,13.707,17.863,22.212,26.722,31.366,36.122,40.972,45.903,50.902,0.172,8.286,15.573,22.184,28.222,33.767,38.888,43.638,48.063,52.201,56.083,59.736,63.185,16.774239,17.0006179,30.76901143,49.29402133,70.8745728,92.64489904,114.5293778,136.5228985,158.6498782,181.3735331,203.6673916,225.9492258,248.219472,270.4557196
[SeH]C(I)C(F)=C,17076,264.928,C3H4FISe,2-fluoro-1-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4FISe/c1-2(4)3(5)6/h3,6H,1H2",-80.99,-80.99,387.9,387.9,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,94.7893,-20.518,0.054,2.97,6.299,9.962,13.9,18.063,22.414,26.923,31.563,36.315,41.161,46.088,51.082,0.179,8.536,15.949,22.62,28.684,34.241,39.364,44.113,48.535,52.669,56.548,60.198,63.643,-51.486361,-51.2856201,-39.04532857,-22.12407867,-2.187415198,17.92982704,38.14032179,58.46654652,78.92455824,99.97673706,120.6066436,141.2224358,161.829148,182.4064596
[SeH]C(I)C(F)C,17077,266.944,C3H6FISe,2-fluoro-1-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c1-2(4)3(5)6/h2-3,6H,1H3",-174.4,-174.4,393.2,393.2,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,95.362,-41.867,0.057,3.212,6.892,11.018,15.517,20.324,25.391,30.675,36.142,41.764,47.516,53.379,59.338,0.192,9.229,17.42,24.932,31.859,38.275,44.24,49.805,55.015,59.905,64.509,68.853,72.964,-107.533121,-107.0849821,-81.99506457,-51.79322867,-18.3266312,15.45403704,49.38800579,83.45679452,117.6413582,152.3861171,186.6686876,220.8826618,255.030668,289.0928696
[SeH]C(CI)(F)C,17078,266.944,C3H6FISe,2-fluoro-1-iodopropane-2-selenol,"InChI=1S/C3H6FISe/c1-3(4,6)2-5/h6H,2H2,1H3",-203,-203,400.7,400.7,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,97.4326,-49.272,0.059,3.272,7,11.164,15.692,20.523,25.608,30.907,36.386,42.017,47.778,53.649,59.613,0.196,9.402,17.701,25.283,32.255,38.702,44.689,50.27,55.49,60.39,65,69.35,73.465,-138.368121,-137.9316381,-113.6335206,-84.27907867,-51.6966592,-18.82315896,14.19193779,47.32471652,80.56741824,114.3719871,147.6934676,180.9597278,214.150824,247.2510996
[SeH]C1C(I)(F)C1,17080,264.928,C3H4FISe,2-fluoro-2-iodocyclopropane-1-selenol,"InChI=1S/C3H4FISe/c4-3(5)1-2(3)6/h2,6H,1H2",-42.76,-42.76,369.5,369.5,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,89.7195,-10.504,0.052,2.88,6.155,9.79,13.714,17.873,22.225,26.737,31.382,36.139,40.99,45.922,50.921,0.172,8.274,15.566,22.184,28.228,33.778,38.902,43.654,48.081,52.219,56.102,59.756,63.205,-7.773161,-7.535202099,6.606535429,25.50447133,47.4571128,69.59660304,91.84439379,114.2045705,136.6956982,159.7776491,182.4381636,205.0812198,227.711852,250.3097396
[SeH]CC(C)(F)I,17082,266.944,C3H6FISe,2-fluoro-2-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c1-3(4,5)2-6/h6H,2H2,1H3",-213.9,-213.9,390.1,390.1,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,94.513,-52.146,0.058,3.273,7.012,11.189,15.728,20.569,25.663,30.969,36.454,42.09,47.855,53.73,59.698,0.195,9.406,17.729,25.333,32.323,38.783,44.78,50.369,55.595,60.499,65.113,69.465,73.583,-146.109321,-145.6545641,-120.2960286,-89.88743867,-56.2575592,-22.35164696,11.69335379,45.85227452,80.11275824,114.9334371,149.2718636,183.5475458,217.756424,251.8665396
[SeH]C1C(F)C1I,17083,264.928,C3H4FISe,2-fluoro-3-iodocyclopropane-1-selenol,"InChI=1S/C3H4FISe/c4-1-2(5)3(1)6/h1-3,6H",-39.88,-39.88,374.3,374.3,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,91.051,-9.765,0.051,2.849,6.093,9.701,13.604,17.746,22.085,26.587,31.224,35.974,40.82,45.747,50.743,0.17,8.188,15.409,21.978,27.989,33.517,38.625,43.367,47.785,51.918,55.797,59.448,62.894,-6.323561,-6.096874099,7.580747429,26.05344133,47.6017408,69.35611704,91.22631779,113.2214445,135.3483582,158.0782171,180.3782796,202.6679898,224.942768,247.1956696
[SeH]CC(F)=CI,17084,264.928,C3H4FISe,2-fluoro-3-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4FISe/c4-3(1-5)2-6/h1,6H,2H2",-101.4,-101.4,387.1,387.1,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,94.5727,-25.796,0.052,2.921,6.211,9.844,13.757,17.902,22.238,26.735,31.365,36.109,40.949,45.869,50.859,0.175,8.394,15.721,22.336,28.364,33.894,39,43.736,48.149,52.276,56.149,59.795,63.238,-71.657961,-71.4589641,-59.10272457,-42.02539867,-21.8983832,-1.58159296,18.85770979,39.41023452,60.10457824,81.39392506,102.2668516,123.1344418,143.982084,164.8036696
[SeH]CC(F)CI,17085,266.944,C3H6FISe,2-fluoro-3-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c4-3(1-5)2-6/h3,6H,1-2H2",-195.5,-195.5,399.3,399.3,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,97.0223,-47.349,0.056,3.135,6.763,10.852,15.322,20.109,25.16,30.431,35.887,41.5,47.244,53.102,59.055,0.186,9.005,17.078,24.522,31.406,37.794,43.74,49.291,54.491,59.373,63.971,68.311,72.418,-130.450921,-130.0116381,-105.4823966,-75.76766867,-42.7522312,-9.40558496,24.11776979,57.78221452,91.56995824,125.9195691,159.8136796,193.6391938,227.404592,261.0833496
[SeH]C1C(F)C1,17094,139.031,C3H5FSe,2-fluorocyclopropane-1-selenol,"InChI=1S/C3H5FSe/c4-2-1-3(2)5/h2-3,5H,1H2",-127.6,-127.6,318,318,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,77.3324,-28.073,0.043,2.472,5.374,8.673,12.297,16.189,20.304,24.606,29.065,33.656,38.359,43.157,48.037,0.145,7.097,13.556,19.56,25.14,30.334,35.178,39.709,43.958,47.952,51.716,55.271,58.638,-75.099999,-74.7481141,-54.95016057,-34.16845867,-12.8375552,8.83528104,30.72100979,52.80602852,75.07671824,97.98604306,120.5011956,143.0277638,165.554472,188.0617096
[SeH]CC(F)=C,17096,139.031,C3H5FSe,2-fluoroprop-2-ene-1-selenol,"InChI=1S/C3H5FSe/c1-3(4)2-5/h5H,1-2H2",-192.9,-192.9,333.7,333.7,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,81.6305,-43.387,0.046,2.573,5.547,8.89,12.539,16.446,20.569,24.874,29.333,33.924,38.625,43.422,48.3,0.152,7.39,14.008,20.094,25.714,30.927,35.781,40.315,44.565,48.558,52.321,55.875,59.24,-145.078599,-144.7543521,-126.5978766,-107.5399987,-87.9897672,-68.12268296,-48.04772221,-27.78475748,-7.336121758,13.74529706,34.44173955,55.14207376,75.84756396,96.53650959
[SeH]CC(F)C,17097,141.047,C3H7FSe,2-fluoropropane-1-selenol,"InChI=1S/C3H7FSe/c1-3(4)2-5/h3,5H,2H2,1H3",-294.4,-294.4,343.1,343.1,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,83.3952,-66.416,0.049,2.833,6.167,9.98,14.195,18.749,23.589,28.671,33.958,39.419,45.027,50.761,56.603,0.166,8.133,15.553,22.491,28.981,35.058,40.756,46.109,51.146,55.896,60.384,64.633,68.664,-210.437159,-209.8749681,-179.2859726,-147.3909487,-114.7500432,-81.66464496,-48.31884621,-14.76720748,18.95241824,53.28255906,87.17443155,121.0244918,154.816968,188.5335696
[SeH]C(C)(F)C,17098,141.047,C3H7FSe,2-fluoropropane-2-selenol,"InChI=1S/C3H7FSe/c1-3(2,4)5/h5H,1-2H3",-312.9,-312.9,342.9,342.9,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,83.3425,-70.603,0.053,2.972,6.408,10.295,14.567,19.164,24.039,29.148,34.457,39.936,45.559,51.306,57.16,0.177,8.536,16.182,23.258,29.836,35.971,41.709,47.09,52.149,56.915,61.415,65.674,69.712,-228.877559,-228.3120421,-197.7987686,-166.0981787,-133.7369792,-100.971415,-67.97721821,-34.79139348,-1.454301758,32.47658506,65.96418755,99.40579776,132.783136,166.0908696
[SeH]CC(I)CC,17105,262.98,C4H9ISe,2-iodobutane-1-selenol,"InChI=1S/C4H9ISe/c1-2-4(5)3-6/h4,6H,2-3H2,1H3",-40.88,-40.88,414.2,414.2,4,9,0,0,0,0,0,0,1,0,0,0,0,1,0,100.1851,-10.028,0.063,3.564,7.761,12.562,17.872,23.611,29.713,36.122,42.792,49.682,56.76,63.999,71.375,0.209,10.232,19.571,28.308,36.484,44.142,51.325,58.075,64.43,70.424,76.088,81.452,86.541,49.637798,50.2488299,83.64847943,122.6963513,165.3474808,208.510387,251.9509178,295.5879345,339.3622182,383.7001971,427.5462236,471.3037458,514.94832,558.4629896
[SeH]C(CC)(I)C,17106,262.98,C4H9ISe,2-iodobutane-2-selenol,"InChI=1S/C4H9ISe/c1-3-4(2,5)6/h6H,3H2,1-2H3",-14.33,-14.33,408.3,408.3,4,9,0,0,0,0,0,0,1,0,0,0,0,1,0,98.6176,-3.634,0.066,3.707,8.004,12.876,18.238,24.017,30.15,36.583,43.272,50.178,57.269,64.519,71.905,0.22,10.648,20.21,29.078,37.335,45.046,52.266,59.041,65.415,71.422,77.098,82.47,87.565,77.945998,78.5675759,112.4606674,151.8765813,194.8188408,238.230241,281.8950218,325.7345525,369.7013182,414.2175671,458.2435356,502.1630258,545.974584,589.6579096
[SeH]C(C#C)(C)C,17116,147.079,C5H8Se,2-methylbut-3-yne-2-selenol,"InChI=1S/C5H8Se/c1-4-5(2,3)6/h1,6H,2-3H3",137.1,137.1,360.5,360.5,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,87.6443,36.341,0.061,3.466,7.488,12.036,17.028,22.398,28.091,34.06,40.265,46.671,53.249,59.975,66.829,0.205,9.955,18.906,27.184,34.871,42.037,48.739,55.026,60.937,66.51,71.775,76.759,81.487,208.55444,209.0338359,235.3015834,262.7353113,290.8427928,319.381255,348.1860978,377.2150565,406.4323782,436.2836511,465.7077676,495.1096078,524.474336,553.7862896
[SeH]CC=C(Br)Br,17119,278.833,C3H4Br2Se,"3,3-dibromoprop-2-ene-1-selenol","InChI=1S/C3H4Br2Se/c4-3(5)1-2-6/h1,6H,2H2",61.78,61.78,386.1,386.1,3,4,0,0,2,0,0,0,0,0,0,0,0,1,0,95.9463,15.857,0.056,3.065,6.474,10.206,14.202,18.415,22.809,27.356,32.03,36.811,41.683,46.632,51.647,0.186,8.813,16.405,23.201,29.355,34.978,40.152,44.941,49.395,53.554,57.453,61.121,64.58,89.656708,89.8463619,107.4448274,128.5513813,149.9137568,171.422891,193.0064538,214.6853905,236.4819582,258.8602671,280.8064636,302.7310758,324.622972,346.4879196
[SeH]CCC(Br)Br,17120,280.849,C3H6Br2Se,"3,3-dibromopropane-1-selenol","InChI=1S/C3H6Br2Se/c4-3(5)1-2-6/h3,6H,1-2H2",-47.88,-47.88,396.3,396.3,3,6,0,0,2,0,0,0,0,0,0,0,0,1,0,98.0067,-10.125,0.058,3.272,7.021,11.215,15.773,20.634,25.746,31.07,36.572,42.223,48.002,53.89,59.869,0.195,9.402,17.748,25.382,32.402,38.889,44.908,50.515,55.758,60.674,65.299,69.662,73.787,15.899748,16.3278359,46.31267943,80.25747133,114.7166288,149.449349,184.3198898,219.2998785,254.3831582,290.0129531,325.1657036,360.2457318,395.24368,430.1469896
C1[Se]CC=CC1,17125,147.079,C5H8Se,"3,6-dihydro-2H-selenopyran","InChI=1S/C5H8Se/c1-2-4-6-5-3-1/h1-2H,3-5H2",20.27,20.27,333.9,333.9,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,80.5295,3.415,0.051,2.983,6.634,10.897,15.672,20.873,26.432,32.294,38.411,44.744,51.262,57.936,64.745,0.17,8.553,16.672,24.43,31.78,38.72,45.264,51.438,57.266,62.775,67.991,72.936,77.634,99.65124,100.1859259,129.4367874,160.3046513,192.1188048,224.547441,257.3536458,290.4633865,323.8183382,357.8431891,391.4776676,425.1162038,458.733512,492.3034796
[SeH]C(I)C=CCl,17153,281.379,C3H4ClISe,3-chloro-1-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4ClISe/c4-2-1-3(5)6/h1-3,6H",64,64,400.6,400.6,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,98.2359,19.281,0.055,3.049,6.438,10.152,14.133,18.333,22.716,27.253,31.918,36.692,41.557,46.5,51.51,0.185,8.767,16.315,23.079,29.21,34.816,39.977,44.755,49.201,53.354,57.248,60.911,64.367,92.742249,92.9344359,104.8866594,121.4740013,141.0499128,160.783141,180.5958218,200.5099505,220.5463982,241.1661191,261.3569436,281.5275658,301.675332,321.7947696
[SeH]C(I)C#CCl,17154,279.363,C3H2ClISe,3-chloro-1-iodoprop-2-yne-1-selenol,"InChI=1S/C3H2ClISe/c4-2-1-3(5)6/h3,6H",253.3,253.3,391.7,391.7,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,96.4508,67.997,0.052,2.816,5.855,9.103,12.514,16.06,19.717,23.466,27.294,31.188,35.137,39.133,43.169,0.173,8.101,14.874,20.79,26.046,30.779,35.085,39.034,42.682,46.069,49.23,52.191,54.976,245.751809,245.7025439,245.1588714,248.8122513,255.2107048,261.628385,268.0780098,274.6179345,281.2945182,288.5979611,295.5207836,302.4753778,309.466512,316.4819596
[SeH]C(I)CCCl,17155,283.395,C3H6ClISe,3-chloro-1-iodopropane-1-selenol,"InChI=1S/C3H6ClISe/c4-2-1-3(5)6/h3,6H,1-2H2",-31.44,-31.44,411.4,411.4,3,6,0,0,0,1,0,0,1,0,0,0,0,1,0,100.5125,-4.279,0.059,3.26,6.989,11.162,15.701,20.546,25.645,30.957,36.449,42.092,47.863,53.744,59.718,0.195,9.367,17.667,25.263,32.254,38.719,44.722,50.317,55.55,60.46,65.079,69.436,73.558,33.026489,33.4630159,57.73283943,87.09800133,119.7094408,152.605837,185.6509298,218.8123805,252.0759582,285.8971971,319.2362476,352.5093918,385.711152,418.8156396
[SeH]CC(I)=CCl,17158,281.379,C3H4ClISe,3-chloro-2-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4ClISe/c4-1-3(5)2-6/h1,6H,2H2",44.81,44.81,394.1,394.1,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,96.4257,14.181,0.055,3.039,6.435,10.16,14.151,18.362,22.756,27.301,31.975,36.756,41.627,46.576,51.591,0.183,8.737,16.299,23.083,29.231,34.851,40.024,44.812,49.265,53.425,57.324,60.991,64.451,75.489249,75.6969439,88.30501943,105.5549013,125.7833208,146.156935,166.6100018,187.1603365,207.8187782,229.0701071,249.8783276,270.6671818,291.434852,312.1666696
[SeH]CC(I)CCl,17159,283.395,C3H6ClISe,3-chloro-2-iodopropane-1-selenol,"InChI=1S/C3H6ClISe/c4-1-3(5)2-6/h3,6H,1-2H2",-57.83,-57.83,402.8,402.8,3,6,0,0,0,1,0,0,1,0,0,0,0,1,0,98.1284,-11.432,0.058,3.266,7.011,11.203,15.761,20.622,25.735,31.061,36.564,42.217,47.997,53.886,59.867,0.194,9.383,17.719,25.35,32.37,38.857,44.877,50.486,55.73,60.648,65.274,69.638,73.764,9.199289,9.650089901,34.78116743,64.99128133,98.4326248,132.147221,165.9971378,199.9554705,234.0142582,268.6202571,302.7457396,336.7998818,370.772608,404.6568396
[SeH]CC=C(Cl)I,17162,281.379,C3H4ClISe,3-chloro-3-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4ClISe/c4-3(5)1-2-6/h1,6H,2H2",47.64,47.64,392.3,392.3,3,4,0,0,0,1,0,0,1,0,0,0,0,1,0,95.9373,14.926,0.055,3.044,6.438,10.159,14.147,18.354,22.744,27.287,31.957,36.735,41.605,46.552,51.565,0.184,8.752,16.311,23.088,29.23,34.845,40.014,44.799,49.249,53.406,57.303,60.969,64.428,78.855649,79.0656899,91.85083943,109.2723613,129.6766008,150.233141,170.8666258,191.5977965,212.4445982,233.8784351,254.8758516,275.8593358,296.813276,317.7321996
[SeH]CCC(Cl)I,17163,283.395,C3H6ClISe,3-chloro-3-iodopropane-1-selenol,"InChI=1S/C3H6ClISe/c4-3(5)1-2-6/h3,6H,1-2H2",-57.09,-57.09,407.5,407.5,3,6,0,0,0,1,0,0,1,0,0,0,0,1,0,99.4433,-11.227,0.058,3.253,6.987,11.169,15.718,20.571,25.678,30.997,36.495,42.144,47.92,53.805,59.782,0.193,9.343,17.655,25.268,32.274,38.751,44.763,50.366,55.605,60.519,65.141,69.502,73.626,8.538689,8.981343901,33.65370743,63.41472133,96.4161608,129.698377,163.1184218,196.6560785,230.2883382,264.4765871,298.1876636,331.8307438,365.3899,398.8567996
[SeH]C(I)C=CF,17174,264.928,C3H4FISe,3-fluoro-1-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4FISe/c4-2-1-3(5)6/h1-3,6H",-63.06,-63.06,396.4,396.4,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,97.1375,-15.823,0.053,2.933,6.214,9.831,13.728,17.857,22.18,26.665,31.286,36.021,40.853,45.767,50.751,0.178,8.433,15.738,22.325,28.327,33.837,38.927,43.651,48.054,52.174,56.041,59.683,63.121,-36.089361,-35.9085461,-24.49777257,-8.358388671,10.8348648,30.23544904,49.76021779,69.41242052,89.20727824,109.6105151,129.5906436,149.5700338,169.531148,189.4758196
[SeH]C(I)CCF,17176,266.944,C3H6FISe,3-fluoro-1-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c4-2-1-3(5)6/h3,6H,1-2H2",-154.4,-154.4,405.4,405.4,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,98.6927,-36.656,0.055,3.13,6.738,10.805,15.254,20.021,25.056,30.313,35.759,41.362,47.099,52.949,58.896,0.186,8.994,17.025,24.426,31.278,37.64,43.567,49.104,54.293,59.167,63.759,68.094,72.197,-91.168721,-90.7458181,-66.82490457,-37.71139867,-5.267923198,27.51470304,60.48490579,93.60832052,126.8583782,160.6849331,194.0501356,227.3551018,260.594936,293.7543996
[SeH]CC(I)=CF,17177,264.928,C3H4FISe,3-fluoro-2-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4FISe/c4-1-3(5)2-6/h1,6H,2H2",-80.79,-80.79,383.3,383.3,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,93.5375,-20.445,0.053,2.946,6.249,9.888,13.805,17.952,22.291,26.789,31.421,36.167,41.008,45.93,50.921,0.178,8.469,15.824,22.451,28.484,34.018,39.126,43.864,48.279,52.407,56.281,59.929,63.372,-49.915561,-49.7085461,-36.99362457,-19.57182867,0.887116802,21.53792704,42.30205379,63.18776252,84.20525824,105.8202651,127.0221956,148.2137738,169.382896,190.5326496
[SeH]CC(I)CF,17178,266.944,C3H6FISe,3-fluoro-2-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c4-1-3(5)2-6/h3,6H,1-2H2",-173.1,-173.1,402.3,402.3,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,97.8593,-41.535,0.056,3.152,6.781,10.866,15.331,20.113,25.159,30.427,35.881,41.492,47.236,53.092,59.045,0.188,9.055,17.132,24.569,31.445,37.826,43.767,49.316,54.513,59.394,63.991,68.33,72.437,-108.944921,-108.5141461,-84.29493657,-54.90528867,-22.2115872,10.81792104,44.02748179,77.37646052,110.8487382,144.8933331,178.4749036,211.9970738,245.451604,278.8224196
[SeH]CC=C(F)I,17179,264.928,C3H4FISe,3-fluoro-3-iodoprop-2-ene-1-selenol,"InChI=1S/C3H4FISe/c4-3(5)1-2-6/h1,6H,2H2",-83.27,-83.27,390.2,390.2,3,4,0,0,0,0,1,0,1,0,0,0,0,1,0,95.417,-21.073,0.053,2.945,6.246,9.885,13.8,17.945,22.281,26.777,31.408,36.152,40.991,45.911,50.9,0.178,8.468,15.819,22.444,28.474,34.006,39.111,43.847,48.26,52.387,56.26,59.905,63.347,-54.451761,-54.2585461,-42.23613257,-25.50391867,-5.727867198,14.23628704,34.31292179,54.51239252,74.84615824,95.78328706,116.2998156,136.8068278,157.303924,177.7716196
[SeH]CCC(F)I,17180,266.944,C3H6FISe,3-fluoro-3-iodopropane-1-selenol,"InChI=1S/C3H6FISe/c4-3(5)1-2-6/h3,6H,1-2H2",-191.1,-191.1,394.8,394.8,3,6,0,0,0,0,1,0,1,0,0,0,0,1,0,95.8144,-46.201,0.056,3.133,6.752,10.832,15.293,20.072,25.115,30.38,35.831,41.439,47.18,53.033,58.983,0.186,8.998,17.054,24.48,31.351,37.727,43.665,49.21,54.404,59.282,63.877,68.214,72.319,-124.709921,-124.2616381,-99.27905257,-69.11348867,-35.6304952,-1.81587496,32.18715779,66.32626452,100.5953582,135.4355151,169.8151556,204.1324698,238.383816,272.5531196
[SeH]CC=CF,17187,139.031,C3H5FSe,3-fluoroprop-2-ene-1-selenol,"InChI=1S/C3H5FSe/c4-2-1-3-5/h1-2,5H,3H2",-168.2,-168.2,335.8,335.8,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,82.2002,-37.58,0.045,2.549,5.486,8.792,12.41,16.29,20.391,24.679,29.124,33.703,38.395,43.183,48.053,0.152,7.325,13.86,19.879,25.45,30.628,35.456,39.972,44.208,48.191,51.946,55.494,58.854,-121.004399,-120.6885321,-102.7295166,-83.83565867,-64.4201872,-44.65943896,-24.67994621,-4.496147484,15.88251824,36.90316306,57.53883155,78.18842376,98.83815596,119.4742696
[SeH]CCCF,17189,141.047,C3H7FSe,3-fluoropropane-1-selenol,"InChI=1S/C3H7FSe/c4-2-1-3-5/h5H,1-3H2",-273.7,-273.7,344.7,344.7,3,7,0,0,0,0,1,0,0,0,0,0,0,1,0,83.8354,-61.486,0.048,2.749,6.009,9.758,13.921,18.434,23.24,28.294,33.558,38.999,44.591,50.311,56.141,0.161,7.892,15.144,21.967,28.378,34.399,40.056,45.379,50.395,55.128,59.603,63.842,67.864,-190.213959,-189.6528781,-159.1741406,-127.2965787,-94.6238112,-61.46558696,-28.01185021,5.667372516,39.52795824,74.00365706,108.0511196,142.0659658,176.0249,209.9184096
